RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
   49   53     0     0  con    0  1.0D+00  1.8D+01  1.335D+02  1.688D+05
   50   54     0     0  con    0  1.0D+00  2.0D+01  1.762D+02  1.678D+05
   51   55     0     0  con    0  1.0D+00  2.1D+01  3.470D+02  1.669D+05
   52   56     0     0  con    0  1.0D+00  1.3D+01  2.266D+02  1.661D+05
   53   57     0     0  con    0  1.0D+00  2.6D+01  2.038D+02  1.655D+05
   54   58     0     0  con    0  1.0D+00  2.9D+00  3.225D+02  1.648D+05
   55   59     0     0  con    0  1.0D+00  6.5D+00  6.440D+01  1.642D+05
   56   60     0     0  con    0  1.0D+00  1.8D+01  2.072D+02  1.635D+05
   57   61     0     0  con    0  1.0D+00  1.2D+01  8.286D+01  1.629D+05
   58   62     0     0  con    0  1.0D+00  2.3D+01  2.305D+02  1.621D+05
   59   63     0     0  con    0  1.0D+00  7.0D+00  8.377D+01  1.615D+05
   60   64     0     0  con    0  1.0D+00  8.3D+00  1.578D+02  1.610D+05
   61   65     0     0  con    0  1.0D+00  2.3D+01  1.407D+02  1.604D+05
   62   66     0     0  con    0  1.0D+00  2.0D+01  4.333D+02  1.600D+05
   63   67     0     0  con    0  1.0D+00  7.0D+00  6.469D+01  1.593D+05
   64   68     0     0  con    0  1.0D+00  4.6D+00  1.110D+02  1.590D+05
   65   69     0     0  con    0  1.0D+00  1.1D+01  1.616D+02  1.586D+05
   66   70     0     0  con    0  1.0D+00  2.0D+01  1.891D+02  1.582D+05
   67   71     0     0  con    0  1.0D+00  2.3D+01  1.071D+02  1.577D+05
   68   72     0     0  con    0  1.0D+00  9.3D-01  7.544D+01  1.573D+05
   69   73     0     0  con    0  1.0D+00  1.2D+01  1.126D+02  1.570D+05
   70   74     0     0  con    0  1.0D+00  1.5D+01  1.376D+02  1.566D+05
   71   75     0     0  con    0  1.0D+00  2.1D+01  1.571D+02  1.561D+05
   72   76     0     0  con    0  1.0D+00  1.4D+01  1.039D+02  1.558D+05
   73   77     0     0  con    0  1.0D+00  4.5D+00  1.375D+02  1.555D+05
   74   78     0     0  con    0  1.0D+00  1.0D+01  7.617D+01  1.551D+05
   75   79     0     0  con    0  1.0D+00  1.6D+01  1.324D+02  1.548D+05
   76   80     0     0  con    0  1.0D+00  6.7D+00  5.102D+01  1.545D+05
   77   81     0     0  con    0  1.0D+00  2.5D+01  9.915D+01  1.542D+05
   78   82     0     0  con    0  1.0D+00  1.6D+01  2.498D+02  1.540D+05
   79   83     0     0  con    0  1.0D+00  6.3D+00  8.227D+01  1.537D+05
   80   84     0     0  con    0  1.0D+00  2.3D+00  8.865D+01  1.535D+05
   81   85     0     0  con    0  1.0D+00  9.9D+00  6.000D+01  1.533D+05
   82   86     0     0  con    0  1.0D+00  1.3D+01  2.820D+02  1.530D+05
   83   87     0     0  con    0  1.0D+00  6.9D+00  6.717D+01  1.528D+05
   84   88     0     0  con    0  1.0D+00  6.3D+00  1.120D+02  1.526D+05
   85   89     0     0  con    0  1.0D+00  9.3D+00  9.922D+01  1.524D+05
   86   90     0     0  con    0  1.0D+00  8.4D+00  1.607D+02  1.522D+05
   87   91     0     0  con    0  1.0D+00  5.9D+00  8.237D+01  1.520D+05
   88   92     0     0  con    0  1.0D+00  5.7D+00  1.209D+02  1.518D+05
   89   93     0     0  con    0  1.0D+00  6.4D+00  7.112D+01  1.516D+05
   90   94     0     0  con    0  1.0D+00  1.3D+01  2.289D+02  1.514D+05
   91   95     0     0  con    0  1.0D+00  7.5D+00  1.753D+02  1.512D+05
   92   96     0     0  con    0  1.0D+00  8.4D+00  1.521D+02  1.510D+05
   93   97     0     0  con    0  1.0D+00  9.6D+00  1.108D+02  1.508D+05
   94   98     0     0  con    0  1.0D+00  1.1D+01  1.043D+02  1.506D+05
   95   99     0     0  con    0  1.0D+00  5.3D+00  1.185D+02  1.504D+05
   96  100     0     0  con    0  1.0D+00  7.2D+00  5.644D+01  1.502D+05
   97  101     0     0  con    0  1.0D+00  1.0D+01  1.695D+02  1.500D+05
   98  102     0     0  con    0  1.0D+00  7.3D+00  5.812D+01  1.498D+05
   99  103     0     0  con    0  1.0D+00  9.6D+00  8.602D+01  1.496D+05
  100  104     0     0  con    0  1.0D+00  7.3D+00  1.582D+02  1.495D+05
  101  105     0     0  con    0  1.0D+00  5.4D+00  1.151D+02  1.493D+05
  102  106     0     0  con    0  1.0D+00  5.6D+00  8.784D+01  1.492D+05
  103  107     0     0  con    0  1.0D+00  5.3D+00  5.211D+01  1.491D+05
  104  108     0     0  con    0  1.0D+00  6.2D+00  4.989D+01  1.489D+05
  105  109     0     0  con    0  1.0D+00  1.3D+01  3.038D+02  1.487D+05
  106  110     0     0  con    0  1.0D+00  1.0D+01  1.612D+02  1.486D+05
  107  111     0     0  con    0  1.0D+00  1.3D+00  5.984D+01  1.485D+05
  108  112     0     0  con    0  1.0D+00  2.2D+00  6.122D+01  1.483D+05
  109  113     0     0  con    0  1.0D+00  6.2D+00  8.750D+01  1.482D+05
  110  114     0     0  con    0  1.0D+00  1.5D+01  2.735D+02  1.481D+05
  111  115     0     0  con    0  1.0D+00  2.2D+00  9.332D+01  1.479D+05
  112  116     0     0  con    0  1.0D+00  2.1D+00  4.601D+01  1.479D+05
  113  117     0     0  con    0  1.0D+00  5.3D+00  6.237D+01  1.477D+05
  114  118     0     0  con    0  1.0D+00  1.1D+01  2.991D+02  1.476D+05
  115  119     0     0  con    0  1.0D+00  4.2D+00  1.786D+02  1.474D+05
  116  120     0     0  con    0  1.0D+00  3.4D+00  5.355D+01  1.473D+05
  117  121     0     0  con    0  1.0D+00  4.9D+00  7.632D+01  1.472D+05
  118  122     0     0  con    0  1.0D+00  9.2D+00  1.915D+02  1.471D+05
  119  123     0     0  con    0  1.0D+00  4.8D+00  1.198D+02  1.470D+05
  120  124     0     0  con    0  1.0D+00  5.3D+00  6.559D+01  1.469D+05
  121  125     0     0  con    0  1.0D+00  6.0D+00  7.996D+01  1.467D+05
  122  126     0     0  con    0  1.0D+00  1.0D+01  1.692D+02  1.466D+05
  123  127     0     0  con    0  1.0D+00  8.4D-01  8.352D+01  1.465D+05
  124  128     0     0  con    0  1.0D+00  3.7D+00  9.091D+01  1.464D+05
  125  129     0     0  con    0  1.0D+00  4.7D+00  7.949D+01  1.463D+05
  126  130     0     0  con    0  1.0D+00  1.1D+01  3.157D+02  1.462D+05
  127  131     0     0  con    0  1.0D+00  3.2D-01  5.892D+01  1.461D+05
  128  132     0     0  con    0  1.0D+00  1.6D+00  6.245D+01  1.460D+05
  129  133     0     0  con    0  1.0D+00  3.8D+00  1.022D+02  1.459D+05
  130  134     0     0  con    0  1.0D+00  7.5D+00  2.699D+02  1.458D+05
  131  135     0     0  con    0  1.0D+00  7.7D+00  1.154D+02  1.457D+05
  132  136     0     0  con    0  1.0D+00  1.1D+00  3.625D+01  1.456D+05
  133  137     0     0  con    0  1.0D+00  2.2D+00  7.083D+01  1.455D+05
  134  138     0     0  con    0  1.0D+00  4.4D+00  1.776D+02  1.454D+05
  135  139     0     0  con    0  1.0D+00  2.2D+00  1.246D+02  1.454D+05
  136  140     0     0  con    0  1.0D+00  6.4D+00  1.312D+02  1.452D+05
  137  141     0     0  con    0  1.0D+00  4.4D+00  5.734D+01  1.452D+05
  138  142     0     0  con    0  1.0D+00  4.7D+00  6.116D+01  1.451D+05
  139  143     0     0  con    0  1.0D+00  7.8D+00  1.284D+02  1.450D+05
  140  144     0     0  con    0  1.0D+00  3.1D+00  8.856D+01  1.449D+05
  141  145     0     0  con    0  1.0D+00  2.7D-01  6.307D+01  1.448D+05
  142  146     0     0  con    0  1.0D+00  4.1D+00  6.127D+01  1.447D+05
  143  147     0     0  con    0  1.0D+00  7.3D+00  2.263D+02  1.447D+05
  144  148     0     0  con    0  1.0D+00  1.2D+00  9.756D+01  1.446D+05
  145  149     0     0  con    0  1.0D+00  3.7D+00  7.038D+01  1.445D+05
  146  150     0     0  con    0  1.0D+00  4.1D+00  8.516D+01  1.444D+05
  147  151     0     0  con    0  1.0D+00  7.7D+00  3.231D+02  1.444D+05
  148  152     0     0  con    0  1.0D+00  1.3D+00  9.448D+01  1.443D+05
  149  153     0     0  con    0  1.0D+00  5.9D-01  3.225D+01  1.443D+05
  150  154     0     0  con    0  1.0D+00  2.2D+00  7.788D+01  1.442D+05
  151  155     0     0  con    0  1.0D+00  4.7D+00  1.604D+02  1.441D+05
  152  157     0     0  con    1  4.3D-01  5.0D+00  6.885D+01  1.440D+05
  153  158     0     0  con    0  1.0D+00  4.8D+00  4.054D+01  1.440D+05
  154  159     0     0  con    0  1.0D+00  2.9D+00  3.534D+01  1.439D+05
  155  160     0     0  con    0  1.0D+00  4.8D+00  1.906D+02  1.438D+05
  156  161     0     0  con    0  1.0D+00  4.8D+00  1.008D+02  1.437D+05
  157  162     0     0  con    0  1.0D+00  1.4D+00  5.160D+01  1.437D+05
  158  163     0     0  con    0  1.0D+00  3.0D+00  4.152D+01  1.436D+05
  159  164     0     0  con    0  1.0D+00  2.9D+00  5.045D+01  1.436D+05
  160  165     0     0  con    0  1.0D+00  2.9D+00  4.709D+01  1.435D+05
  161  166     0     0  con    0  1.0D+00  5.8D+00  5.885D+01  1.434D+05
  162  167     0     0  con    0  1.0D+00  3.8D+00  6.321D+01  1.434D+05
  163  168     0     0  con    0  1.0D+00  1.0D+00  3.919D+01  1.433D+05
  164  169     0     0  con    0  1.0D+00  2.7D+00  8.530D+01  1.432D+05
  165  170     0     0  con    0  1.0D+00  3.1D+00  2.440D+02  1.432D+05
  166  171     0     0  con    0  1.0D+00  9.1D-01  1.320D+02  1.431D+05
  167  172     0     0  con    0  1.0D+00  3.9D+00  8.171D+01  1.431D+05
  168  173     0     0  con    0  1.0D+00  2.7D+00  5.715D+01  1.430D+05
  169  174     0     0  con    0  1.0D+00  8.4D+00  6.094D+02  1.430D+05
  170  175     0     0  con    0  1.0D+00  7.4D-01  1.322D+02  1.429D+05
  171  176     0     0  con    0  1.0D+00  4.4D-01  6.397D+01  1.428D+05
  172  177     0     0  con    0  1.0D+00  2.1D+00  1.370D+02  1.428D+05
  173  178     0     0  con    0  1.0D+00  5.2D+00  3.099D+02  1.427D+05
  174  179     0     0  con    0  1.0D+00  2.8D+00  1.582D+02  1.427D+05
  175  180     0     0  con    0  1.0D+00  2.3D+00  2.195D+01  1.426D+05
  176  181     0     0  con    0  1.0D+00  2.6D+00  1.030D+02  1.426D+05
  177  182     0     0  con    0  1.0D+00  4.6D+00  2.021D+02  1.425D+05
  178  183     0     0  con    0  1.0D+00  4.1D+00  1.276D+02  1.424D+05
  179  184     0     0  con    0  1.0D+00  2.7D+00  3.231D+01  1.424D+05
  180  185     0     0  con    0  1.0D+00  3.6D+00  1.457D+02  1.423D+05
  181  186     0     0  con    0  1.0D+00  8.8D-01  1.125D+02  1.423D+05
  182  187     0     0  con    0  1.0D+00  2.4D+00  3.796D+01  1.422D+05
  183  188     0     0  con    0  1.0D+00  3.6D+00  5.496D+01  1.422D+05
  184  189     0     0  con    0  1.0D+00  6.5D+00  1.694D+02  1.421D+05
  185  190     0     0  con    0  1.0D+00  1.0D+01  1.595D+02  1.421D+05
  186  191     0     0  con    0  1.0D+00  2.3D+00  2.708D+01  1.420D+05
  187  192     0     0  con    0  1.0D+00  3.1D-01  2.815D+01  1.420D+05
  188  193     0     0  con    0  1.0D+00  2.0D+00  6.194D+01  1.419D+05
  189  194     0     0  con    0  1.0D+00  5.2D+00  2.169D+02  1.418D+05
  190  195     0     0  con    0  1.0D+00  7.1D+00  5.419D+01  1.418D+05
  191  196     0     0  con    0  1.0D+00  2.0D+00  4.862D+01  1.417D+05
  192  197     0     0  con    0  1.0D+00  3.0D+00  5.480D+01  1.417D+05
  193  198     0     0  con    0  1.0D+00  3.1D+00  6.447D+01  1.416D+05
  194  199     0     0  con    0  1.0D+00  5.6D+00  7.182D+01  1.416D+05
  195  201     0     0  con    1  4.8D-01  3.5D+00  2.031D+02  1.415D+05
  196  202     0     0  con    0  1.0D+00  2.2D+00  1.258D+02  1.415D+05
  197  203     0     0  con    0  1.0D+00  2.7D+00  5.849D+01  1.414D+05
  198  204     0     0  con    0  1.0D+00  4.6D+00  1.337D+02  1.414D+05
  199  205     0     0  con    0  1.0D+00  1.5D-01  4.616D+01  1.413D+05
  200  206     0     0  con    0  1.0D+00  1.2D+00  5.290D+01  1.413D+05
  201  207     0     0  con    0  1.0D+00  2.4D+00  5.561D+01  1.412D+05
  202  208     0     0  con    0  1.0D+00  3.7D+00  6.038D+01  1.412D+05
  203  209     0     0  con    0  1.0D+00  8.2D+00  1.413D+02  1.412D+05
  204  210     0     0  con    0  1.0D+00  2.7D-01  5.959D+01  1.411D+05
  205  211     0     0  con    0  1.0D+00  2.2D-01  5.427D+01  1.410D+05
  206  212     0     0  con    0  1.0D+00  1.6D+00  5.988D+01  1.410D+05
  207  213     0     0  con    0  1.0D+00  3.1D+00  3.631D+01  1.409D+05
  208  215     0     0  con    1  4.1D-01  3.0D+00  1.906D+02  1.409D+05
  209  216     0     0  con    0  1.0D+00  3.3D+00  7.731D+01  1.408D+05
  210  217     0     0  con    0  1.0D+00  2.3D+00  4.923D+01  1.408D+05
  211  218     0     0  con    0  1.0D+00  2.9D+00  4.227D+01  1.408D+05
  212  219     0     0  con    0  1.0D+00  1.5D+00  7.391D+01  1.407D+05
  213  220     0     0  con    0  1.0D+00  1.5D+00  4.014D+01  1.407D+05
  214  221     0     0  con    0  1.0D+00  2.5D+00  8.454D+01  1.407D+05
  215  222     0     0  con    0  1.0D+00  6.7D-01  4.130D+01  1.406D+05
  216  223     0     0  con    0  1.0D+00  2.1D+00  2.704D+01  1.406D+05
  217  224     0     0  con    0  1.0D+00  1.9D+00  3.246D+01  1.406D+05
  218  225     0     0  con    0  1.0D+00  3.9D+00  7.815D+01  1.405D+05
  219  226     0     0  con    0  1.0D+00  1.5D+00  3.551D+01  1.405D+05
  220  227     0     0  con    0  1.0D+00  3.2D-01  3.158D+01  1.405D+05
  221  228     0     0  con    0  1.0D+00  7.6D-01  2.551D+01  1.404D+05
  222  229     0     0  con    0  1.0D+00  1.4D+00  3.145D+01  1.404D+05
  223  231     0     0  con    1  5.1D-01  2.3D+00  1.689D+02  1.404D+05
  224  232     0     0  con    0  1.0D+00  2.6D+00  4.790D+01  1.403D+05
  225  233     0     0  con    0  1.0D+00  1.0D+00  2.252D+01  1.403D+05
  226  234     0     0  con    0  1.0D+00  2.0D+00  3.374D+01  1.403D+05
  227  235     0     0  con    0  1.0D+00  2.2D+00  8.593D+01  1.402D+05
  228  236     0     0  con    0  1.0D+00  2.4D+00  4.461D+01  1.402D+05
  229  237     0     0  con    0  1.0D+00  2.2D+00  4.630D+01  1.402D+05
  230  238     0     0  con    0  1.0D+00  1.1D+00  4.227D+01  1.401D+05
  231  239     0     0  con    0  1.0D+00  1.6D+00  5.083D+01  1.401D+05
  232  240     0     0  con    0  1.0D+00  3.1D+00  1.714D+02  1.401D+05
  233  241     0     0  con    0  1.0D+00  2.4D+00  4.906D+01  1.400D+05
  234  242     0     0  con    0  1.0D+00  1.7D+00  5.173D+01  1.400D+05
  235  243     0     0  con    0  1.0D+00  2.1D+00  6.166D+01  1.400D+05
  236  244     0     0  con    0  1.0D+00  1.0D+00  3.641D+01  1.400D+05
  237  245     0     0  con    0  1.0D+00  8.3D-01  3.122D+01  1.399D+05
  238  246     0     0  con    0  1.0D+00  2.2D+00  3.861D+01  1.399D+05
  239  248     0     0  con    1  4.9D-01  1.8D+00  3.982D+01  1.399D+05
  240  249     0     0  con    0  1.0D+00  1.2D+00  3.673D+01  1.398D+05
  241  250     0     0  con    0  1.0D+00  2.1D+00  3.723D+01  1.398D+05
  242  251     0     0  con    0  1.0D+00  2.0D+00  4.712D+01  1.398D+05
  243  252     0     0  con    0  1.0D+00  9.4D-01  2.952D+01  1.398D+05
  244  253     0     0  con    0  1.0D+00  2.0D+00  2.920D+01  1.397D+05
  245  254     0     0  con    0  1.0D+00  1.5D+00  3.228D+01  1.397D+05
  246  255     0     0  con    0  1.0D+00  2.5D+00  2.713D+01  1.397D+05
  247  256     0     0  con    0  1.0D+00  2.6D+00  1.139D+02  1.397D+05
  248  257     0     0  con    0  1.0D+00  2.7D+00  5.036D+01  1.396D+05
  249  258     0     0  con    0  1.0D+00  1.6D+00  3.289D+01  1.396D+05
  250  259     0     0  con    0  1.0D+00  2.6D+00  5.093D+01  1.396D+05
  251  260     0     0  con    0  1.0D+00  2.3D+00  1.057D+02  1.395D+05
  252  261     0     0  con    0  1.0D+00  8.0D-01  4.747D+01  1.395D+05
  253  262     0     0  con    0  1.0D+00  2.1D+00  4.413D+01  1.395D+05
  254  263     0     0  con    0  1.0D+00  2.5D+00  1.145D+02  1.395D+05
  255  264     0     0  con    0  1.0D+00  3.7D+00  4.473D+01  1.394D+05
  256  265     0     0  con    0  1.0D+00  2.2D+00  3.459D+01  1.394D+05
  257  266     0     0  con    0  1.0D+00  9.2D-01  2.603D+01  1.394D+05
  258  267     0     0  con    0  1.0D+00  1.5D+00  7.647D+01  1.394D+05
  259  268     0     0  con    0  1.0D+00  3.4D+00  3.951D+01  1.393D+05
  260  269     0     0  con    0  1.0D+00  1.6D+00  3.644D+01  1.393D+05
  261  270     0     0  con    0  1.0D+00  2.2D+00  2.616D+01  1.393D+05
  262  271     0     0  con    0  1.0D+00  2.3D+00  3.399D+01  1.392D+05
  263  272     0     0  con    0  1.0D+00  5.8D+00  1.365D+02  1.392D+05
  264  273     0     0  con    0  1.0D+00  2.3D+00  3.756D+01  1.392D+05
  265  274     0     0  con    0  1.0D+00  8.7D-01  4.770D+01  1.392D+05
  266  275     0     0  con    0  1.0D+00  2.7D+00  5.348D+01  1.391D+05
  267  276     0     0  con    0  1.0D+00  4.1D+00  1.233D+02  1.391D+05
  268  277     0     0  con    0  1.0D+00  4.5D-01  3.124D+01  1.391D+05
  269  278     0     0  con    0  1.0D+00  1.3D+00  3.002D+01  1.391D+05
  270  279     0     0  con    0  1.0D+00  2.5D+00  5.331D+01  1.390D+05
  271  280     0     0  con    0  1.0D+00  4.5D+00  6.710D+01  1.390D+05
  272  282     0     0  con    1  4.8D-01  4.1D+00  9.536D+01  1.390D+05
  273  283     0     0  con    0  1.0D+00  2.9D+00  2.880D+01  1.389D+05
  274  284     0     0  con    0  1.0D+00  2.0D+00  3.453D+01  1.389D+05
  275  285     0     0  con    0  1.0D+00  3.0D+00  8.357D+01  1.389D+05
  276  286     0     0  con    0  1.0D+00  4.2D+00  1.128D+02  1.388D+05
  277  287     0     0  con    0  1.0D+00  3.1D+00  4.582D+01  1.388D+05
  278  288     0     0  con    0  1.0D+00  3.1D+00  5.990D+01  1.388D+05
  279  289     0     0  con    0  1.0D+00  2.2D+00  6.208D+01  1.387D+05
  280  290     0     0  con    0  1.0D+00  3.9D+00  5.106D+01  1.387D+05
  281  291     0     0  con    0  1.0D+00  6.6D+00  1.141D+02  1.387D+05
  282  292     0     0  con    0  1.0D+00  1.1D+00  4.486D+01  1.386D+05
  283  293     0     0  con    0  1.0D+00  3.0D-01  2.849D+01  1.386D+05
  284  294     0     0  con    0  1.0D+00  1.7D+00  2.091D+01  1.386D+05
  285  295     0     0  con    0  1.0D+00  4.1D+00  2.066D+02  1.386D+05
  286  296     0     0  con    0  1.0D+00  2.7D+00  6.500D+01  1.385D+05
  287  297     0     0  con    0  1.0D+00  3.0D+00  2.569D+01  1.385D+05
  288  298     0     0  con    0  1.0D+00  3.3D+00  4.020D+01  1.385D+05
  289  299     0     0  con    0  1.0D+00  4.4D+00  1.217D+02  1.385D+05
  290  300     0     0  con    0  1.0D+00  6.3D-01  4.438D+01  1.384D+05
  291  301     0     0  con    0  1.0D+00  1.1D+00  5.885D+01  1.384D+05
  292  302     0     0  con    0  1.0D+00  2.0D+00  8.151D+01  1.384D+05
  293  303     0     0  con    0  1.0D+00  6.2D+00  1.479D+02  1.384D+05
  294  304     0     0  con    0  1.0D+00  2.3D+00  3.084D+01  1.383D+05
  295  305     0     0  con    0  1.0D+00  1.6D+00  5.811D+01  1.383D+05
  296  306     0     0  con    0  1.0D+00  3.3D+00  7.050D+01  1.383D+05
  297  307     0     0  con    0  1.0D+00  6.8D+00  1.084D+02  1.382D+05
  298  308     0     0  con    0  1.0D+00  4.1D-01  4.033D+01  1.382D+05
  299  309     0     0  con    0  1.0D+00  1.0D+00  3.540D+01  1.382D+05
  300  310     0     0  con    0  1.0D+00  2.2D+00  4.930D+01  1.382D+05
  301  311     0     0  con    0  1.0D+00  5.7D+00  2.971D+02  1.382D+05
  302  312     0     0  con    0  1.0D+00  1.4D+00  7.561D+01  1.381D+05
  303  313     0     0  con    0  1.0D+00  1.2D+00  2.019D+01  1.381D+05
  304  314     0     0  con    0  1.0D+00  1.9D+00  5.318D+01  1.381D+05
  305  315     0     0  con    0  1.0D+00  2.7D+00  1.241D+02  1.381D+05
  306  316     0     0  con    0  1.0D+00  5.4D+00  3.560D+01  1.380D+05
  307  317     0     0  con    0  1.0D+00  2.4D-01  8.931D+00  9.704D+02
   20   25     0     0  con    0  1.0D+00  5.7D+00  2.279D+01  9.607D+02
   21   26     0     0  con    0  1.0D+00  2.4D+00  1.379D+01  9.486D+02
   22   27     0     0  con    0  1.0D+00  2.3D+00  1.016D+01  9.378D+02
   23   28     0     0  con    0  1.0D+00  5.5D+00  2.321D+01  9.237D+02
   24   29     0     0  con    0  1.0D+00  1.3D+00  2.918D+01  9.164D+02
   25   30     0     0  con    0  1.0D+00  2.3D+00  1.126D+01  9.111D+02
   26   31     0     0  con    0  1.0D+00  4.6D+00  7.217D+00  9.044D+02
   27   33     0     0  con    1  5.1D-01  2.4D+00  4.525D+01  9.014D+02
   28   34     0     0  con    0  1.0D+00  2.0D+00  2.885D+01  8.974D+02
   29   35     0     0  con    0  1.0D+00  4.4D+00  5.057D+00  8.893D+02
   30   36     0     0  con    0  1.0D+00  3.4D+00  2.204D+01  8.818D+02
   31   37     0     0  con    0  1.0D+00  5.4D+00  2.867D+01  8.695D+02
   32   38     0     0  con    0  1.0D+00  7.7D+00  3.436D+01  8.576D+02
